100002012;Neven;Spahija;united states;M;1962-11-06
100002013;Ben;Sullivan;united states;M;1984-03-19
100002014;Darvin;Ham;united states;M;1973-07-23
100002017;Jim;Thomas;united states;M;1960-10-19
100002021;Lester;Conner;united states;M;1959-09-17
100002022;Kenny;Gattison;united states;M;1964-05-23
100002023;Gary;Wortman;united states;M;\N
100002024;Tyrone;Hill;united states;M;1968-03-19
100002025;Mark;Price;united states;M;1980-08-02
100002026;Jim;Todd;united states;M;\N
100002027;Bob;Bender;united states;M;1957-04-27
100002028;Herb;Brown;united states;M;\N
100002032;Armond;Hill;united states;M;1953-03-31
100002033;Mike;McNeive;united states;M;\N
100002034;Alex;English;united states;M;1954-01-05
100002035;Garfield;Heard;united states;M;\N
100002036;Phil;Hubbard;united states;M;\N
100002037;Brian;Winters;united states;M;1952-03-01
100002039;Ron;Rothstein;united states;M;\N
100002040;Brendan;Suhr;united states;M;\N
100002041;Tony;Dobbins;united states;M;\N
100002042;Will;Hardy;united states;M;\N
100002043;Aaron;Miles;united states;M;\N
100002044;Damon;Stoudamire;united states;M;1973-09-03
100002046;Evan;Turner;united states;M;1988-10-27
100002047;Brandon;Bailey;united states;M;\N
100002048;Kara;Lawson;united states;M;\N
100002049;Joe;Mazzulla;united states;M;\N
100002050;Scott;Morrison;united states;M;\N
100002051;Jerome;Allen;united states;M;1973-01-28
100002052;Ron;Adams;united states;M;\N
100002053;Walter;McCarty;united states;M;1974-02-01
100002054;Micah;Shrewsberry;united states;M;\N
100002055;Jay;Larranaga;united states;M;\N
100002058;Roy;Jr.;united states;M;1973-08-19
100002059;Jamie;Young;united states;M;\N
100002062;Clifford;Ray;united states;M;\N
100002064;Kevin;Eastman;united states;M;1955-04-07
100002066;Paul;Pressey;united states;M;1958-12-24
100002067;Dave;Wohl;united states;M;1949-11-01
100002068;Paul;Cormier;united states;M;\N
100002069;Joe;Gallagher;united states;M;\N
100002071;Dick;Harter;united states;M;\N
100002074;Andy;Enfield;united states;M;\N
100002076;Dennis;Johnson;united states;M;\N
100002077;Bob;Beyer;united states;M;\N
100002079;Bruce;Kreutzer;united states;M;\N
100002080;Rex;Walters;united states;M;1970-03-12
100002081;Nick;Friedman;united states;M;\N
100002083;Norman;Richardson;united states;M;1979-07-24
100002084;Dutch;Gaitley;united states;M;\N
100002085;Jay;Hernandez;united states;M;\N
100002086;Chad;Iske;united states;M;\N
100002087;Nate;Mitchell;united states;M;\N
100002088;Ronald;Jr.;united states;M;\N
100002092;Pat;Delany;united states;M;\N
100002093;Steve;Hetzel;united states;M;\N
100002097;Rick;Brunson;united states;M;1972-06-14
100002099;Rob;Werdann;united states;M;\N
100002100;Ralph;Lewis;united states;M;1963-03-28
100002103;Phil;Ford;united states;M;\N
100002104;Dave;Hanners;united states;M;\N
100002105;Michael;Sanders;united states;M;\N
100002107;Jeff;II;united states;M;\N
100002108;John;Bryant;united states;M;\N
100002109;Mo;Cheeks;united states;M;1956-09-08
100002110;Damian;Cotter;united states;M;\N
100002111;Josh;Longstaff;united states;M;\N
100002112;Billy;Schmidt;united states;M;\N
100002113;Chris;Fleming;united states;M;\N
100002115;Karen;Stack;united states;M;\N
100002116;Dean;Cooper;united states;M;\N
100002117;Shawn;Respert;united states;M;1972-02-06
100002118;Nate;Loenser;united states;M;\N
100002119;Randy;Brown;united states;M;1968-05-22
100002120;Charlie;Henry;united states;M;\N
100002123;Andy;Greer;united states;M;1962-08-06
100002124;Adrian;Griffin;united states;M;1974-07-04
100002125;Ed;Pinckney;united states;M;1963-03-27
100002126;Jim;Sann;united states;M;\N
100002128;Del;Harris;united states;M;\N
100002129;Bob;Ociepka;united states;M;\N
100002130;Dave;Severns;united states;M;\N
100002133;Johhny;Bach;united states;M;\N
100002134;Bob;Thornton;united states;M;1962-07-10
100002135;Mike;Wilhelm;united states;M;\N
100002136;Bill;Berry;united states;M;\N
100002138;Norm;Ellenberger;united states;M;\N
100002139;Bill;Cartwright;united states;M;1957-07-30
100002140;John;Paxson;united states;M;1960-09-29
100002141;Jim;Cleamons;united states;M;1949-09-13
100002144;Sidney;Lowe;united states;M;1960-01-21
100002145;Greg;Buckner;united states;M;1976-09-16
100002146;Lindsay;Gottlieb;united states;M;\N
100002147;Antonio;Lang;united states;M;1972-05-15
100002148;J.J.;Outlaw;united states;M;\N
100002149;Dan;Geriot;united states;M;1988-08-08
100002150;Mike;Gerrity;united states;M;\N
100002151;Damon;Jones;united states;M;1976-08-25
100002154;James;Posey;united states;M;1977-01-13
100002157;Bret;Brielmaier;united states;M;\N
100002158;Phil;Handy;united states;M;\N
100002160;Nate;Tibbetts;united states;M;\N
100002165;Wes;Wilcox;united states;M;\N
100002167;Mike;Malone;united states;M;\N
100002168;Mike;Bratz;united states;M;1955-10-17
100002169;Brendan;Malone;united states;M;\N
100002171;Bob;Jr.;united states;M;\N
100002172;Hank;Egan;united states;M;\N
100002176;Jerry;Eaves;united states;M;\N
100002177;Ron;Ekker;united states;M;\N
100002178;Jack;Nolan;united states;M;\N
100002179;Chuck;Person;united states;M;1964-06-27
100002181;Bill;Blair;united states;M;\N
100002187;Rich;Dalatri;united states;M;\N
100002189;Mo;McHone;united states;M;\N
100002191;Quinton;Crawford;united states;M;1990-09-18
100002192;Jared;Dudley;united states;M;1985-07-10
100002194;Peter;Patton;united states;M;\N
100002195;God;Shammgod;united states;M;1976-04-29
100002196;Greg;Jean;united states;M;\N
100002197;Sean;Sweeney;united states;M;\N
100002198;Kristi;Toliver;united states;M;\N
100002199;Zach;Guthrie;united states;M;\N
100002200;Jenny;Boucek;united states;M;\N
100002202;Mike;Weinar;united states;M;\N
100002203;Larry;Shyatt;united states;M;1951-04-08
100002204;Darrell;Armstrong;united states;M;1968-06-22
100002210;Monte;Mathis;united states;M;\N
100002212;Tom;Sterner;united states;M;\N
100002214;Mario;Elie;united states;M;1963-11-26
100002215;Durand;Walker;united states;M;\N
100002217;Rolando;Blackman;united states;M;1959-02-26
100002219;Mark;Bryant;united states;M;\N
100002223;Sidney;Moncrief;united states;M;1957-09-21
100002224;Larry;Riley;united states;M;\N
100002225;Donnie;Nelson;united states;M;1962-09-10
100002227;Charlie;Parker;united states;M;\N
100002228;Scott;Roth;united states;M;1963-06-03
100002231;Brad;Davis;united states;M;1955-12-17
100002235;Popeye;Jones;united states;M;1970-06-17
100002236;Elvis;Valcarcel;united states;M;\N
100002237;John;Beckett;united states;M;\N
100002239;Charles;Klask;united states;M;\N
100002241;David;Adelman;united states;M;\N
100002243;Jordi;Fernandez;united states;M;\N
100002245;Ryan;Bowen;united states;M;1975-11-20
100002246;Dee;Brown;united states;M;1968-11-29
100002248;Micah;Nori;united states;M;\N
100002250;Wes;Jr.;united states;M;\N
100002252;Noel;Gillespie;united states;M;\N
100002253;Patrick;Mutombo;united states;M;1980-03-07
100002254;Vance;Walberg;united states;M;\N
100002260;Tim;Grgurich;united states;M;\N
100002261;John;Welch;united states;M;1960-02-17
100002262;Michael;Cooper;united states;M;1956-04-15
100002263;Rex;Kalamian;united states;M;\N
100002264;Doug;Moe;united states;M;\N
100002266;Adrian;Dantley;united states;M;1956-02-28
100002267;Chip;Engelland;united states;M;1961-05-09
100002268;Bill;Branch;united states;M;\N
100002269;Jeff;Bzdelik;united states;M;1952-12-01
100002270;T.R.;Dunn;united states;M;1955-02-01
100002271;Clyde;Drexler;united states;M;1962-06-22
100002272;John;MacLeod;united states;M;\N
100002273;Louie;Dampier;united states;M;1944-11-20
100002274;Mike;Evans;united states;M;\N
100002276;John;Lucas;united states;M;1953-10-31
100002280;Jim;Brovelli;united states;M;\N
100002281;Bob;Kloppenburg;united states;M;\N
100002282;Gene;Littles;united states;M;\N
100002283;Kip;Motta;united states;M;\N
100002286;Tom;Nissalke;united states;M;\N
100002287;Allan;Bristow;united states;M;1951-08-23
100002289;Bill;Bayno;united states;M;1962-05-18
100002291;Jim;Moran;united states;M;\N
100002297;Aaron;Gray;united states;M;1984-12-07
100002298;Otis;Smith;united states;M;1964-01-30
100002299;Malik;Allen;united states;M;1978-06-27
100002301;Tim;Hardaway;united states;M;1966-09-01
100002304;Henry;Bibby;united states;M;\N
100002306;Maz;Trakh;united states;M;\N
100002312;Dave;Cowens;united states;M;1948-10-25
100002313;Harold;Ellis;united states;M;1970-10-07
100002314;Pat;Sullivan;united states;M;\N
100002315;Darrell;Walker;united states;M;1961-03-09
100002318;Don;Zierden;united states;M;\N
100002320;Bill;Pope;united states;M;\N
100002326;Chad;Forcier;united states;M;\N
100002327;Brendan;O'Connor;united states;M;\N
100002328;Kevin;O'Neil;united states;M;\N
100002331;Dave;Twardzik;united states;M;1950-09-20
100002335;Scott;Wissel;united states;M;\N
100002338;John;Hammond;united states;M;1954-07-19
100002339;Brian;James;united states;M;\N
100002344;Dick;Versace;united states;M;\N
100002347;Jama;Mahlalela;united states;M;\N
100002348;Dejan;Milojevic;united states;M;\N
100002350;Chris;DeMarco;united states;M;\N
100002351;Bruce;Fraser;united states;M;\N
100002354;Jarron;Collins;united states;M;1978-12-02
100002357;Joe;Boylan;united states;M;\N
100002359;Brian;Scalabrine;united states;M;1978-03-18
100002361;Darren;Erman;united states;M;\N
100002362;Keke;Lyles;united states;M;\N
100002363;Jerry;DeGregorio;united states;M;\N
100002367;Kris;Weems;united states;M;\N
100002370;Jerry;Sichting;united states;M;1956-11-29
100002372;Calbert;Cheaney;united states;M;1971-07-17
100002374;Larry;Harris;united states;M;\N
100002380;Russell;Turner;united states;M;\N
100002383;Jason;Hamm;united states;M;\N
100002387;Mark;Osowski;united states;M;\N
100002393;Mahmoud;Abdelfattah;united states;M;\N
100002394;Mike;Batiste;united states;M;\N
100002395;Will;Dunn;united states;M;\N
100002397;DeSagana;Diop;united states;M;1982-01-30
100002398;Rick;Higgins;united states;M;1987-03-18
100002401;Will;Weaver;united states;M;\N
100002402;Matt;Brase;united states;M;\N
100002403;Dan;Hartfield;united states;M;\N
100002406;Brett;Gunning;united states;M;\N
100002409;Jesse;Mermuys;united states;M;\N
100002414;Kelvin;Sampson;united states;M;\N
100002415;Pat;Zipfel;united states;M;\N
100002416;R.J.;Adelman;united states;M;\N
100002418;Jack;Sikma;united states;M;1955-11-14
100002419;Elston;Turner;united states;M;1959-06-10
100002422;Patrick;Ewing;united states;M;1962-08-05
100002428;Mike;Wells;united states;M;1979-12-09
100002438;Tyler;Marsh;united states;M;1987-12-09
100002439;David;McClure;united states;M;1986-04-01
100002444;Vitaly;Potapenko;united states;M;1975-03-21
100002445;Jay;DeFruscio;united states;M;\N
100002449;Dan;Burke;united states;M;1959-04-03
100002452;Kevin;O'Neill;united states;M;1957-01-24
100002456;Vern;Fleming;united states;M;\N
100002458;Tree;Rollins;united states;M;\N
100002459;Jim;Stack;united states;M;\N
100002465;Billy;Knight;united states;M;1952-06-09
100002468;Donnie;Walsh;united states;M;1941-03-01
100002469;Shaun;Fein;united states;M;\N
100002476;Jeremy;Castleberry;united states;M;\N
100002477;Todd;Wright;united states;M;\N
100002478;Casey;Hill;united states;M;\N
100002482;Bob;Thate;united states;M;\N
100002483;Sam;Cassell;united states;M;1969-11-18
100002491;Dean;Demopoulos;united states;M;\N
100002493;Robert;Pack;united states;M;1969-02-03
100002496;Fred;Vinson;united states;M;1971-01-28
100002497;Raman;Sposato;united states;M;\N
100002498;Neil;Olshey;united states;M;1965-01-10
100002499;Jim;Eyen;united states;M;\N
100002501;Neal;Mayer;united states;M;\N
100002502;Neal;Meyer;united states;M;\N
100002509;Kareem;Abdul-Jabbar;united states;M;\N
100002513;R.C.;Buford;united states;M;\N
100002519;Dru;Anthrop;united states;M;\N
100002520;J.D.;Dubois;united states;M;\N
100002522;Jordan;Ott;united states;M;\N
100002523;Jon;Pastorek;united states;M;1987-12-07
100002529;Mike;Penberthy;united states;M;\N
100002530;Clay;Moser;united states;M;\N
100002531;Miles;Simon;united states;M;\N
100002532;Jud;Buechler;united states;M;\N
100002533;Brian;Keefe;united states;M;\N
100002535;Theo;Robertson;united states;M;\N
100002539;Thomas;Scott;united states;M;\N
100002541;Larry;Lewis;united states;M;\N
100002542;Mark;Madsen;united states;M;1976-01-28
100002546;Dan;D'Antoni;united states;M;\N
100002559;Frank;Hamblen;united states;M;\N
100002562;Chet;Kammerer;united states;M;\N
100002565;Bill;Bertka;united states;M;\N
100002567;Paul;Westhead;united states;M;\N
100002568;Darko;Rajakovic;united states;M;\N
100002569;Sonia;Raman;united states;M;\N
100002570;Blake;Ahearn;united states;M;1984-05-27
100002571;Niele;Ivey;united states;M;\N
100002572;Brad;Jones;united states;M;\N
100002574;Scoonie;Penn;united states;M;1977-01-09
100002578;Jerry;Stackhouse;united states;M;\N
100002580;Adam;Mazarei;united states;M;1962-07-10
100002585;Jason;March;united states;M;\N
100002587;Duane;Ticknor;united states;M;\N
100002589;J.J.;Anderson;united states;M;1960-09-23
100002593;Barry;Hecker;united states;M;\N
100002604;Michael;Adams;united states;M;1963-01-19
100002606;Bob;Staak;united states;M;\N
100002611;Caron;Butler;united states;M;1980-03-13
100002613;Octavio;Grana;united states;M;\N
100002614;Anthony;Carter;united states;M;\N
100002615;Dan;Craig;united states;M;\N
100002616;Juwan;Howard;united states;M;1973-02-07
100002617;Chris;Quinn;united states;M;\N
100002621;Chad;Kammerer;united states;M;\N
100002623;Keith;Askins;united states;M;1967-12-15
100002627;Bob;McAdoo;united states;M;1951-09-25
100002631;DeMarre;Carroll;united states;M;1986-07-27
100002632;Vince;Legarza;united states;M;\N
100002633;Blaine;Mueller;united states;M;\N
100002635;Vin;Baker;united states;M;1971-11-23
100002643;Josh;Broghamer;united states;M;\N
100002644;Eric;Hughes;united states;M;\N
100002645;Frank;Johnson;united states;M;\N
100002646;Stacey;Augmon;united states;M;1968-08-01
100002654;Josh;Oppenheimer;united states;M;\N
100002656;Scott;Williams;united states;M;1968-03-21
100002657;Chris;Gilmartin;united states;M;\N
100002659;Anthony;Goldwire;united states;M;1971-09-06
100002664;Joe;Wolf;united states;M;1964-12-17
100002665;Jarinn;Akana;united states;M;\N
100002667;Bill;Peterson;united states;M;\N
100002674;Jerome;Kersey;united states;M;1962-06-26
100002676;Mike;Schuler;united states;M;\N
100002680;Don;Newman;united states;M;1957-11-22
100002683;Mike;Thibault;united states;M;\N
100002686;Bob;Weinhauer;united states;M;\N
100002690;Butch;Carter;united states;M;1958-06-11
100002691;Lee;Rose;united states;M;\N
100002693;Mack;Calvin;united states;M;1947-07-27
100002695;Mike;Sr.;united states;M;\N
100002696;Les;Habegger;united states;M;\N
100002698;Rick;Majerus;united states;M;\N
100002700;Garry;Jean;united states;M;\N
100002702;John;Killilea;united states;M;\N
100002703;K.C.;Jones;united states;M;1932-05-25
100002705;Jack;McKinney;united states;M;\N
100002706;Hubie;Brown;united states;M;\N
100002711;Joseph;Blair;united states;M;1974-06-12
100002712;Kevin;Burleson;united states;M;\N
100002713;Bryan;Gates;united states;M;\N
100002714;Kevin;Hanson;united states;M;1980-02-02
100002715;Pablo;Prigioni;united states;M;1977-05-17
100002717;Larry;Greer;united states;M;\N
100002731;Bill;Laimbeer;united states;M;1957-05-19
100002746;Jimmy;Williams;united states;M;\N
100002758;Ryan;Frazier;united states;M;\N
100002759;Ryan;Pannone;united states;M;\N
100002764;Teresa;Weatherspoon;united states;M;1965-12-08
100002768;Michael;Ruffin;united states;M;1977-01-21
100002774;Phil;Weber;united states;M;\N
100002776;Randy;Ayers;united states;M;1956-04-16
100002799;Kenny;Payne;united states;M;1966-11-25
100002801;Keith;Bogans;united states;M;1980-05-12
100002805;Royal;Ivey;united states;M;1981-12-20
100002808;Howard;Eisley;united states;M;1972-12-04
100002809;Corey;Gaines;united states;M;1965-06-01
100002812;Rasheed;Hazzard;united states;M;\N
100002814;Jerry;Dunn;united states;M;\N
100002815;David;Hopla;united states;M;\N
100002816;LaSalle;Thompson;united states;M;1961-06-23
100002827;Herb;Williams;united states;M;1958-02-16
100002834;Jeff;Nix;united states;M;\N
100002836;Ernie;Grunfeld;united states;M;1955-04-24
100002840;Lionel;Chalmers;united states;M;\N
100002842;Dale;Osbourne;united states;M;\N
100002844;Dylan;Murphy;united states;M;\N
100002853;Corliss;Williamson;united states;M;1973-12-04
100002856;Conner;Henry;united states;M;1963-07-21
100002862;Laron;Profit;united states;M;1977-08-05
100002863;Luke;Stuckey;united states;M;\N
100002866;Ahmad;Ajami;united states;M;\N
100002882;Dwayne;Jones;united states;M;\N
100002884;Brian;Adams;united states;M;\N
100002890;Todor;Pandov;united states;M;\N
100002893;Billy;Lange;united states;M;\N
100002896;Kevin;Young;united states;M;\N
100002901;Monte;Shubik;united states;M;\N
100002904;Aaron;McKie;united states;M;1972-10-02
100002909;Jim;Lynam;united states;M;\N
100002915;Frank;Zanin;united states;M;\N
100002919;John;Calipari;united states;M;1959-02-10
100002928;Jarrett;Jack;united states;M;1983-10-28
100002929;Steve;Scalzi;united states;M;\N
100002930;Brian;Randle;united states;M;\N
100002933;Steve;Blake;united states;M;\N
100002939;Jason;Staudt;united states;M;\N
100002949;Dan;Panaggio;united states;M;\N
100002951;Mark;West;united states;M;1960-11-05
100002955;John;Shumate;united states;M;\N
100002958;Dan;Majerle;united states;M;1965-09-09
100002959;Jay;Humphries;united states;M;1962-10-17
100002965;Al;Bianchi;united states;M;\N
100002974;Jonah;Herscu;united states;M;\N
100002975;Rodney;Billups;united states;M;1983-01-14
100002976;Edniesha;Curry;united states;M;\N
100002978;Milt;Palacio;united states;M;1978-02-07
100002981;Jannero;Pargo;united states;M;1979-10-22
100002982;John;McCullough;united states;M;\N
100002988;David;Vanterpool;united states;M;1973-03-31
100002993;Buck;Williams;united states;M;1960-03-08
100002999;Maurice;Lucas;united states;M;1952-02-18
100003004;Caldwell;Jones;united states;M;1950-08-04
100003018;Leandro;Barbosa;united states;M;\N
100003020;Luke;Loucks;united states;M;\N
100003022;Doug;Christie;united states;M;1970-05-09
100003026;Lindsey;Harding;united states;M;\N
100003027;Darico;Hines;united states;M;\N
100003028;Bobby;Jackson;united states;M;1973-03-13
100003033;Roy;Rana;united states;M;\N
100003040;Nancy;Lieberman;united states;M;\N
100003053;Otis;Jr.;united states;M;\N
100003054;Pete;Carril;united states;M;\N
100003057;Truck;Robinson;united states;M;1951-10-04
100003064;Bubba;Burrage;united states;M;\N
100003066;Mark;Hughes;united states;M;1966-10-05
100003072;Wayne;Cooper;united states;M;1956-11-16
100003077;Matt;Nielsen;united states;M;\N
100003078;Darius;Songaila;united states;M;1978-02-14
100003079;Tim;Duncan;united states;M;1976-04-25
100003080;Mitch;Johnson;united states;M;\N
100003083;Becky;Hammon;united states;M;\N
100003084;Ettore;Messina;united states;M;\N
100003086;Sean;Marks;united states;M;1975-08-23
100003114;John;Corbacio;united states;M;\N
100003115;Trevor;Gleeson;united states;M;\N
100003116;Eric;Khoury;united states;M;\N
100003117;Jamaal;Magloire;united states;M;1978-05-21
100003123;Brittni;Donaldson;united states;M;\N
100003124;Jon;Goodwillie;united states;M;\N
100003130;Alex;McKechnie;united states;M;\N
100003131;Sergio;Scariolo;united states;M;\N
100003149;Alvin;Williams;united states;M;1974-08-06
100003156;Walker;Russell;united states;M;1960-10-26
100003157;Stan;Albeck;united states;M;\N
100003158;Jim;Brewer;united states;M;1951-12-03
100003160;Craig;Neal;united states;M;\N
100003166;Bob;Zuffelato;united states;M;\N
100003167;Bryan;Bailey;united states;M;\N
100003168;Evan;Bradds;united states;M;1994-04-17
100003169;Irving;Roland;united states;M;\N
100003170;Sean;Sheldon;united states;M;\N
100003171;Jason;Terry;united states;M;1977-09-15
100003172;Erdem;Can;united states;M;\N
100003174;Dell;Demps;united states;M;1970-02-12
100003175;Keyon;Dooling;united states;M;1980-05-08
100003176;Sergi;Oliva;united states;M;\N
100003179;Lamar;Skeeter;united states;M;\N
100003181;Johnnie;Bryant;united states;M;1985-08-06
100003184;Alex;Jensen;united states;M;\N
100003189;Scott;Layden;united states;M;\N
100003191;Mark;McKown;united states;M;\N
100003193;Gordon;Chiesa;united states;M;\N
100003194;Phil;Johnson;united states;M;\N
100003195;David;Fredman;united states;M;\N
100003202;Alex;McLean;united states;M;\N
100003204;Dean;Oliver;united states;M;\N
100003205;Ryan;Richman;united states;M;\N
100003206;Jarrell;Christian;united states;M;\N
100003209;David;Adkins;united states;M;\N
100003215;Mike;Terpstra;united states;M;\N
100010000;Shareef;Abdur-Rahim;united states;M;\N
100010001;Alex;Acker;united states;M;\N
100010003;Ray;Allen;united states;M;\N
100010004;Tony;Allen;united states;M;\N
100010005;Rafer;Alston;united states;M;\N
100010006;Chris;Andersen;united states;M;\N
100010007;Alan;Anderson;united states;M;\N
100010008;Derek;Anderson;united states;M;\N
100010011;Shandon;Anderson;united states;M;\N
100010012;Martynas;Andriuškevičius;united states;M;\N
100010013;Carmelo;Anthony;united states;M;\N
100010014;Rafael;Araújo;united states;M;\N
100010015;Gilbert;Arenas;united states;M;\N
100010016;Trevor;Ariza;united states;M;\N
100010020;Carlos;Arroyo;united states;M;\N
100010023;Chucky;Atkins;united states;M;\N
100010028;Marcus;Banks;united states;M;\N
100010032;Matt;Barnes;united states;M;\N
100010035;Andre;Barrett;united states;M;\N
100010038;Earl;Barron;united states;M;\N
